epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,102.361,1.26804,2.13498,1.43938,1.39831,0.26155,0.4,0.22629,0.11923,0.3275,0.5,0.26289,0.11432,2.06093,5.18222,3.11813,2.29228,0.000614,0.000614,0.000614
72,103.565,0.96134,1.91199,1.24253,1.12067,0.36939,0.6,0.31478,0.13038,0.39789,0.39684,0.26915,0.1295,1.94583,4.93011,3.2553,2.24602,0.0005942,0.0005942,0.0005942
73,104.725,1.16405,1.91413,1.40265,1.19944,0.36939,0.6,0.31478,0.13038,0.39789,0.39684,0.26915,0.1295,1.94583,4.93011,3.2553,2.24602,0.0005744,0.0005744,0.0005744
74,105.926,0.9237,1.37827,1.17712,1.09833,0.34214,0.5,0.28119,0.13674,0.35425,0.4,0.24659,0.12217,1.90492,4.73877,3.13523,2.31657,0.0005546,0.0005546,0.0005546
75,107.107,1.02815,1.54164,1.20175,1.12034,0.34214,0.5,0.28119,0.13674,0.35425,0.4,0.24659,0.12217,1.90492,4.73877,3.13523,2.31657,0.0005348,0.0005348,0.0005348
76,108.298,1.09462,2.01923,1.33502,1.19593,0.33568,0.5,0.30763,0.1525,0.39093,0.4,0.27188,0.13006,1.90513,4.49382,2.96852,2.3429,0.000515,0.000515,0.000515
77,109.509,0.98681,1.50813,1.14815,1.08934,0.33568,0.5,0.30763,0.1525,0.39093,0.4,0.27188,0.13006,1.90513,4.49382,2.96852,2.3429,0.0004952,0.0004952,0.0004952
78,110.717,0.77918,1.38089,0.99483,0.977,0.48471,0.4,0.28788,0.13479,0.60678,0.5,0.40854,0.12204,1.95416,4.74979,2.62427,2.40062,0.0004754,0.0004754,0.0004754
79,111.885,0.99954,1.80118,1.46491,1.20927,0.48471,0.4,0.28788,0.13479,0.60678,0.5,0.40854,0.12204,1.95416,4.74979,2.62427,2.40062,0.0004556,0.0004556,0.0004556
80,113.078,0.92167,1.6193,1.25559,1.12714,0.47343,0.4,0.32841,0.14785,0.71268,0.6,0.59156,0.14978,1.86465,4.70015,2.56745,2.36623,0.0004358,0.0004358,0.0004358
81,114.257,0.84453,1.42968,1.10229,1.07489,0.47343,0.4,0.32841,0.14785,0.71268,0.6,0.59156,0.14978,1.86465,4.70015,2.56745,2.36623,0.000416,0.000416,0.000416
82,115.469,0.93173,1.62243,1.10482,1.11227,0.50961,0.5,0.41751,0.16601,0.63303,0.69084,0.58994,0.1462,1.94172,4.77036,2.46256,2.46005,0.0003962,0.0003962,0.0003962
83,116.652,0.87867,1.68805,1.55839,1.08191,0.50961,0.5,0.41751,0.16601,0.63303,0.69084,0.58994,0.1462,1.94172,4.77036,2.46256,2.46005,0.0003764,0.0003764,0.0003764
84,117.85,0.89065,1.42772,0.98898,1.07663,0.48975,0.5,0.42143,0.17432,0.63459,0.7,0.55152,0.16,1.91468,4.75588,2.39505,2.44122,0.0003566,0.0003566,0.0003566
85,119.035,0.99698,1.63662,1.3228,1.11163,0.48975,0.5,0.42143,0.17432,0.63459,0.7,0.55152,0.16,1.91468,4.75588,2.39505,2.44122,0.0003368,0.0003368,0.0003368
86,120.306,0.9276,1.6289,1.14696,1.09187,0.49006,0.5,0.38867,0.18227,0.62789,0.7,0.54279,0.16149,1.94248,4.53201,2.29235,2.45842,0.000317,0.000317,0.000317
87,121.491,0.86859,1.30913,1.04643,1.02796,0.49006,0.5,0.38867,0.18227,0.62789,0.7,0.54279,0.16149,1.94248,4.53201,2.29235,2.45842,0.0002972,0.0002972,0.0002972
88,122.708,0.9177,1.39504,1.23354,1.11266,0.47461,0.4,0.33834,0.16256,0.52695,0.7,0.5322,0.16572,1.94082,4.394,2.21651,2.37891,0.0002774,0.0002774,0.0002774
89,123.898,0.92093,1.67611,1.14239,1.05142,0.47461,0.4,0.33834,0.16256,0.52695,0.7,0.5322,0.16572,1.94082,4.394,2.21651,2.37891,0.0002576,0.0002576,0.0002576
90,125.097,1.22604,1.70633,1.26949,1.24875,0.49677,0.4,0.3405,0.15686,0.52061,0.6,0.51282,0.14997,1.80879,4.29865,2.24717,2.13005,0.0002378,0.0002378,0.0002378
91,149.368,0.58588,1.21688,1.09988,0.98307,0.49677,0.4,0.3405,0.15686,0.52061,0.6,0.51282,0.14997,1.80879,4.29865,2.24717,2.13005,0.000218,0.000218,0.000218
92,151.424,0.54093,1.36884,1.07871,0.92349,0.54606,0.3,0.26945,0.16078,0.44317,0.6,0.44441,0.14664,1.73679,4.33108,2.22714,2.00577,0.0001982,0.0001982,0.0001982
93,152.902,0.72789,1.22448,1.09979,1.03665,0.54606,0.3,0.26945,0.16078,0.44317,0.6,0.44441,0.14664,1.73679,4.33108,2.22714,2.00577,0.0001784,0.0001784,0.0001784
94,154.42,0.54986,1.15348,1.08475,0.84802,0.5132,0.3,0.28701,0.16854,0.38133,0.7,0.39991,0.14862,1.75073,4.12325,2.28679,2.0359,0.0001586,0.0001586,0.0001586
95,155.597,0.61977,1.29639,1.14446,0.91387,0.5132,0.3,0.28701,0.16854,0.38133,0.7,0.39991,0.14862,1.75073,4.12325,2.28679,2.0359,0.0001388,0.0001388,0.0001388
96,156.788,0.53546,1.11611,1.05738,0.94929,0.53573,0.3,0.30454,0.17768,0.43901,0.5,0.4137,0.15411,1.71124,4.13146,2.29662,1.98842,0.000119,0.000119,0.000119
97,158.007,0.57536,1.16073,1.10254,0.94492,0.53573,0.3,0.30454,0.17768,0.43901,0.5,0.4137,0.15411,1.71124,4.13146,2.29662,1.98842,9.92e-05,9.92e-05,9.92e-05
98,159.277,0.69653,1.42256,1.12408,0.93753,0.5589,0.3,0.30642,0.17876,0.54331,0.6,0.50146,0.16058,1.60271,4.15622,2.31763,1.88923,7.94e-05,7.94e-05,7.94e-05
99,160.514,0.52754,1.12006,0.99805,0.92052,0.5589,0.3,0.30642,0.17876,0.54331,0.6,0.50146,0.16058,1.60271,4.15622,2.31763,1.88923,5.96e-05,5.96e-05,5.96e-05
100,162.013,0.55526,1.12777,1.16161,0.9938,0.43953,0.39292,0.3496,0.18714,0.65839,0.58012,0.50881,0.16599,1.57757,4.26689,2.29195,1.8864,3.98e-05,3.98e-05,3.98e-05
